transaction_id,date,city,store_id,category,subcategory,customer_id,unit_price,quantity,discount_rate,payment_method,is_return,gross_sales,net_sales,revenue,weekday,month,year,is_weekend
802,2024-03-18,Phoenix,S018,Grocery,Dairy,C1116,6.19,2,0.0,Credit Card,0,12.38,12.38,12.38,Monday,2024-03-01,2024,0
803,2023-11-11,Phoenix,S001,Beauty,Skincare,C1198,18.12,1,0.14,Credit Card,0,18.12,15.5832,15.5832,Saturday,2023-11-01,2023,1
804,2024-01-12,Houston,S002,Books,Fiction,C1493,12.7,1,0.01,Credit Card,0,12.7,12.573,12.573,Friday,2024-01-01,2024,0
805,2023-10-16,Los Angeles,S015,Beauty,Haircare,C1760,20.18,3,0.02,Debit Card,0,60.54,59.3292,59.3292,Monday,2023-10-01,2023,0
806,2024-03-12,Seattle,S011,Clothing,Kids,C1019,34.13,1,0.07,Debit Card,0,34.13,31.7409,31.7409,Tuesday,2024-03-01,2024,0
807,2023-10-04,Miami,S012,Electronics,Laptop,C1287,491.4,1,0.0,Credit Card,0,491.4,491.4,491.4,Wednesday,2023-10-01,2023,0
808,2024-08-04,Phoenix,S006,Clothing,Kids,C1398,36.59,4,0.08,Credit Card,0,146.36,134.6512,134.6512,Sunday,2024-08-01,2024,1
809,2024-05-17,Los Angeles,S011,Books,Fiction,C1278,13.13,2,0.0,Credit Card,0,26.26,26.26,26.26,Friday,2024-05-01,2024,0
810,2024-09-15,Houston,S010,Home,Decor,C1309,133.34,2,0.04,Credit Card,0,266.68,256.0128,256.0128,Sunday,2024-09-01,2024,1
811,2024-05-30,Chicago,S003,Toys,Action Figures,C1025,27.18,1,0.0,Wallet,0,27.18,27.18,27.18,Thursday,2024-05-01,2024,0
812,2023-12-16,Los Angeles,S016,Books,Comics,C1317,16.86,2,0.0,Credit Card,0,33.72,33.72,33.72,Saturday,2023-12-01,2023,1
813,2024-03-21,Miami,S017,Books,Fiction,C1210,22.15,3,0.0,Credit Card,0,66.45,66.45,66.45,Thursday,2024-03-01,2024,0
814,2023-12-16,Phoenix,S004,Electronics,Headphones,C1045,524.45,1,0.0,Debit Card,0,524.45,524.45,524.45,Saturday,2023-12-01,2023,1
815,2024-08-29,Houston,S002,Electronics,Headphones,C1023,515.19,1,0.0,Credit Card,0,515.19,515.19,515.19,Thursday,2024-08-01,2024,0
816,2023-05-17,Los Angeles,S007,Home,Kitchen,C1283,121.47,3,0.0,Cash,0,364.41,364.41,364.41,Wednesday,2023-05-01,2023,0
817,2023-08-31,Los Angeles,S005,Home,Kitchen,C1117,126.98,1,0.04,Debit Card,0,126.98,121.9008,121.9008,Thursday,2023-08-01,2023,0
818,2024-06-26,Chicago,S018,Grocery,Produce,C1277,10.86,1,0.07,Debit Card,0,10.86,10.0998,10.0998,Wednesday,2024-06-01,2024,0
819,2023-02-09,Chicago,S006,Electronics,Headphones,C1627,413.46,2,0.0,Debit Card,0,826.92,826.92,826.92,Thursday,2023-02-01,2023,0
820,2023-08-17,New York,S016,Books,Fiction,C1108,7.36,4,0.09,Credit Card,0,29.44,26.7904,26.7904,Thursday,2023-08-01,2023,0
821,2024-07-01,Seattle,S020,Clothing,Kids,C1856,28.91,2,0.0,Credit Card,0,57.82,57.82,57.82,Monday,2024-07-01,2024,0
822,2023-08-11,Los Angeles,S007,Books,Comics,C1828,15.54,1,0.0,Wallet,0,15.54,15.54,15.54,Friday,2023-08-01,2023,0
823,2023-01-06,Houston,S019,Home,Furniture,C1832,140.11,3,0.0,Debit Card,0,420.33,420.33,420.33,Friday,2023-01-01,2023,0
824,2023-11-18,Los Angeles,S015,Toys,Board Games,C1229,23.5,5,0.1,Cash,0,117.5,105.75,105.75,Saturday,2023-11-01,2023,1
825,2024-04-12,Los Angeles,S013,Home,Decor,C1681,110.38,1,0.11,Cash,0,110.38,98.2382,98.2382,Friday,2024-04-01,2024,0
826,2023-03-16,Houston,S001,Electronics,TV,C1115,312.57,1,0.04,Credit Card,0,312.57,300.0672,300.0672,Thursday,2023-03-01,2023,0
827,2023-01-04,Miami,S012,Clothing,Kids,C1130,32.11,2,0.0,Credit Card,0,64.22,64.22,64.22,Wednesday,2023-01-01,2023,0
828,2023-04-28,New York,S011,Clothing,Kids,C1072,29.83,4,0.0,Debit Card,0,119.32,119.32,119.32,Friday,2023-04-01,2023,0
829,2024-08-28,Houston,S008,Clothing,Men,C1561,42.64,1,0.04,Credit Card,0,42.64,40.9344,40.9344,Wednesday,2024-08-01,2024,0
830,2024-05-18,Chicago,S019,Toys,Puzzles,C1580,18.32,3,0.0,Debit Card,0,54.96,54.96,54.96,Saturday,2024-05-01,2024,1
831,2024-07-27,Seattle,S003,Books,Comics,C1587,17.17,3,0.0,Credit Card,0,51.51,51.51,51.51,Saturday,2024-07-01,2024,1
832,2024-03-16,Los Angeles,S018,Electronics,TV,C1180,317.66,1,0.01,Credit Card,0,317.66,314.4834,314.4834,Saturday,2024-03-01,2024,1
833,2023-07-13,Seattle,S020,Beauty,Haircare,C1335,19.18,5,0.0,Debit Card,0,95.9,95.9,95.9,Thursday,2023-07-01,2023,0
834,2024-01-27,Miami,S005,Clothing,Kids,C1829,39.61,3,0.0,Credit Card,0,118.83,118.83,118.83,Saturday,2024-01-01,2024,1
835,2023-01-26,Phoenix,S010,Toys,Action Figures,C1591,20.41,4,0.0,Credit Card,0,81.64,81.64,81.64,Thursday,2023-01-01,2023,0
836,2024-03-10,Los Angeles,S019,Beauty,Makeup,C1311,25.36,3,0.0,Wallet,0,76.08,76.08,76.08,Sunday,2024-03-01,2024,1
837,2023-06-22,Los Angeles,S003,Clothing,Men,C1626,28.14,1,0.0,Credit Card,0,28.14,28.14,28.14,Thursday,2023-06-01,2023,0
838,2023-10-27,Los Angeles,S002,Grocery,Dairy,C1000,9.56,1,0.0,Cash,0,9.56,9.56,9.56,Friday,2023-10-01,2023,0
839,2023-11-22,Miami,S010,Beauty,Skincare,C1240,18.71,3,0.0,Debit Card,0,56.13,56.13,56.13,Wednesday,2023-11-01,2023,0
840,2024-02-14,Seattle,S013,Toys,Puzzles,C1445,21.72,3,0.0,Debit Card,0,65.16,65.16,65.16,Wednesday,2024-02-01,2024,0
841,2023-04-28,Chicago,S018,Toys,Puzzles,C1860,23.7,2,0.0,Credit Card,0,47.4,47.4,47.4,Friday,2023-04-01,2023,0
842,2023-08-13,Chicago,S005,Electronics,Phone,C1663,508.91,1,0.07,Debit Card,0,508.91,473.2863,473.2863,Sunday,2023-08-01,2023,1
843,2024-06-15,Houston,S005,Electronics,Laptop,C1657,547.58,2,0.0,Cash,0,1095.16,1095.16,1095.16,Saturday,2024-06-01,2024,1
844,2023-04-23,Seattle,S020,Toys,Action Figures,C1184,26.05,1,0.0,Credit Card,0,26.05,26.05,26.05,Sunday,2023-04-01,2023,1
845,2023-05-20,Houston,S012,Home,Furniture,C1434,131.41,1,0.0,Debit Card,0,131.41,131.41,131.41,Saturday,2023-05-01,2023,1
846,2024-07-12,Chicago,S017,Grocery,Beverages,C1559,5.2,1,0.0,Credit Card,0,5.2,5.2,5.2,Friday,2024-07-01,2024,0
847,2023-01-01,Houston,S012,Electronics,TV,C1707,560.29,2,0.06,Debit Card,0,1120.58,1053.3452,1053.3452,Sunday,2023-01-01,2023,1
848,2023-03-31,Miami,S009,Toys,Action Figures,C1080,21.14,1,0.0,Debit Card,0,21.14,21.14,21.14,Friday,2023-03-01,2023,0
849,2023-11-16,Seattle,S003,Books,Comics,C1552,13.51,5,0.0,Credit Card,0,67.55,67.55,67.55,Thursday,2023-11-01,2023,0
850,2024-07-03,Los Angeles,S018,Beauty,Skincare,C1480,17.36,1,0.0,Wallet,0,17.36,17.36,17.36,Wednesday,2024-07-01,2024,0
851,2023-05-19,Los Angeles,S014,Grocery,Produce,C1296,8.68,3,0.06,Debit Card,0,26.04,24.4776,24.4776,Friday,2023-05-01,2023,0
852,2024-05-25,Los Angeles,S019,Grocery,Dairy,C1644,4.48,2,0.0,Credit Card,0,8.96,8.96,8.96,Saturday,2024-05-01,2024,1
853,2023-09-16,Los Angeles,S020,Electronics,Headphones,C1496,486.72,2,0.09,Debit Card,0,973.44,885.8304,885.8304,Saturday,2023-09-01,2023,1
854,2023-01-10,Los Angeles,S009,Home,Decor,C1287,80.83,1,0.02,Credit Card,0,80.83,79.2134,79.2134,Tuesday,2023-01-01,2023,0
855,2023-09-18,Phoenix,S006,Clothing,Kids,C1154,34.68,1,0.0,Credit Card,0,34.68,34.68,34.68,Monday,2023-09-01,2023,0
856,2023-06-21,Miami,S008,Toys,Board Games,C1818,25.57,1,0.0,Credit Card,0,25.57,25.57,25.57,Wednesday,2023-06-01,2023,0
857,2023-01-13,Chicago,S020,Beauty,Skincare,C1857,20.96,3,0.0,Wallet,0,62.88,62.88,62.88,Friday,2023-01-01,2023,0
858,2023-06-17,Chicago,S015,Books,Comics,C1171,14.02,2,0.02,Debit Card,0,28.04,27.4792,27.4792,Saturday,2023-06-01,2023,1
859,2024-08-18,Seattle,S009,Beauty,Skincare,C1053,21.7,3,0.2,Credit Card,0,65.1,52.08,52.08,Sunday,2024-08-01,2024,1
860,2023-11-17,Seattle,S018,Home,Kitchen,C1699,66.01,4,0.0,Credit Card,0,264.04,264.04,264.04,Friday,2023-11-01,2023,0
861,2023-11-15,Miami,S014,Electronics,Headphones,C1816,509.37,2,0.0,Debit Card,0,1018.74,1018.74,1018.74,Wednesday,2023-11-01,2023,0
862,2024-09-04,Seattle,S002,Electronics,Headphones,C1864,353.41,3,0.0,Wallet,0,1060.23,1060.23,1060.23,Wednesday,2024-09-01,2024,0
863,2023-11-25,Los Angeles,S009,Grocery,Dairy,C1261,10.16,3,0.0,Credit Card,0,30.48,30.48,30.48,Saturday,2023-11-01,2023,1
864,2024-07-03,Seattle,S008,Books,Comics,C1602,10.46,1,0.0,Debit Card,0,10.46,10.46,10.46,Wednesday,2024-07-01,2024,0
865,2024-02-23,Chicago,S011,Clothing,Men,C1688,32.51,2,0.01,Credit Card,0,65.02,64.3698,64.3698,Friday,2024-02-01,2024,0
866,2024-08-28,Phoenix,S004,Books,Non-fiction,C1359,15.31,1,0.08,Credit Card,0,15.31,14.0852,14.0852,Wednesday,2024-08-01,2024,0
867,2023-04-05,New York,S020,Electronics,Phone,C1608,548.29,1,0.0,Cash,0,548.29,548.29,548.29,Wednesday,2023-04-01,2023,0
868,2024-08-03,Seattle,S004,Books,Fiction,C1088,10.57,2,0.0,Credit Card,0,21.14,21.14,21.14,Saturday,2024-08-01,2024,1
869,2023-11-14,Seattle,S019,Beauty,Skincare,C1113,22.27,1,0.0,Credit Card,0,22.27,22.27,22.27,Tuesday,2023-11-01,2023,0
870,2023-08-24,New York,S015,Grocery,Beverages,C1708,6.7,1,0.0,Cash,0,6.7,6.7,6.7,Thursday,2023-08-01,2023,0
871,2023-11-30,Chicago,S003,Grocery,Dairy,C1391,8.01,1,0.1,Wallet,0,8.01,7.209,7.209,Thursday,2023-11-01,2023,0
872,2024-01-11,Miami,S009,Home,Kitchen,C1071,83.24,2,0.0,Wallet,0,166.48,166.48,166.48,Thursday,2024-01-01,2024,0
873,2024-04-03,Chicago,S016,Electronics,Laptop,C1553,553.52,1,0.0,Credit Card,0,553.52,553.52,553.52,Wednesday,2024-04-01,2024,0
874,2023-05-17,Houston,S009,Electronics,Phone,C1074,381.22,1,0.11,Debit Card,0,381.22,339.2858,339.2858,Wednesday,2023-05-01,2023,0
875,2024-08-10,New York,S016,Home,Decor,C1655,110.82,3,0.0,Credit Card,0,332.46,332.46,332.46,Saturday,2024-08-01,2024,1
876,2024-06-30,Chicago,S011,Toys,Action Figures,C1003,25.17,4,0.0,Wallet,0,100.68,100.68,100.68,Sunday,2024-06-01,2024,1
877,2024-05-27,Houston,S013,Beauty,Makeup,C1799,16.76,2,0.0,Credit Card,0,33.52,33.52,33.52,Monday,2024-05-01,2024,0
878,2023-10-23,Houston,S016,Electronics,Headphones,C1341,380.59,1,0.0,Credit Card,0,380.59,380.59,380.59,Monday,2023-10-01,2023,0
879,2023-11-16,Seattle,S003,Grocery,Produce,C1082,5.16,1,0.0,Cash,0,5.16,5.16,5.16,Thursday,2023-11-01,2023,0
880,2024-07-25,Chicago,S006,Clothing,Men,C1393,25.8,1,0.0,Credit Card,0,25.8,25.8,25.8,Thursday,2024-07-01,2024,0
881,2023-12-15,New York,S012,Toys,Board Games,C1647,28.97,3,0.0,Credit Card,0,86.91,86.91,86.91,Friday,2023-12-01,2023,0
882,2023-08-17,New York,S019,Home,Kitchen,C1398,128.2,1,0.07,Debit Card,0,128.2,119.226,119.226,Thursday,2023-08-01,2023,0
883,2023-09-27,Phoenix,S015,Electronics,Phone,C1347,373.44,1,0.04,Cash,0,373.44,358.5024,358.5024,Wednesday,2023-09-01,2023,0
884,2023-10-18,New York,S007,Beauty,Makeup,C1683,16.06,1,0.0,Wallet,0,16.06,16.06,16.06,Wednesday,2023-10-01,2023,0
885,2023-06-14,Phoenix,S005,Books,Comics,C1238,20.3,1,0.0,Credit Card,0,20.3,20.3,20.3,Wednesday,2023-06-01,2023,0
886,2023-01-05,Seattle,S001,Toys,Action Figures,C1046,22.79,3,0.08,Debit Card,1,68.37,0.0,0.0,Thursday,2023-01-01,2023,0
887,2024-01-14,Seattle,S002,Grocery,Dairy,C1467,6.99,1,0.0,Cash,0,6.99,6.99,6.99,Sunday,2024-01-01,2024,1
888,2023-03-19,Miami,S004,Electronics,TV,C1609,425.02,2,0.0,Credit Card,0,850.04,850.04,850.04,Sunday,2023-03-01,2023,1
889,2024-02-14,Houston,S011,Beauty,Makeup,C1694,21.95,4,0.0,Credit Card,0,87.8,87.8,87.8,Wednesday,2024-02-01,2024,0
890,2024-07-27,Phoenix,S005,Grocery,Snacks,C1782,10.54,2,0.09,Credit Card,0,21.08,19.1828,19.1828,Saturday,2024-07-01,2024,1
891,2023-05-12,Los Angeles,S005,Beauty,Haircare,C1172,20.71,1,0.0,Debit Card,0,20.71,20.71,20.71,Friday,2023-05-01,2023,0
892,2024-08-23,Phoenix,S002,Home,Furniture,C1810,115.92,1,0.0,Debit Card,0,115.92,115.92,115.92,Friday,2024-08-01,2024,0
893,2023-02-11,New York,S016,Electronics,Phone,C1007,597.31,1,0.17,Credit Card,0,597.31,495.7673,495.7673,Saturday,2023-02-01,2023,1
894,2023-03-30,Los Angeles,S014,Books,Non-fiction,C1708,16.35,5,0.03,Credit Card,0,81.75,79.2975,79.2975,Thursday,2023-03-01,2023,0
895,2024-02-06,Houston,S014,Home,Furniture,C1625,110.77,3,0.0,Debit Card,0,332.31,332.31,332.31,Tuesday,2024-02-01,2024,0
896,2023-10-23,Phoenix,S003,Books,Non-fiction,C1356,16.29,1,0.0,Debit Card,0,16.29,16.29,16.29,Monday,2023-10-01,2023,0
897,2023-10-22,Phoenix,S004,Clothing,Women,C1883,26.07,2,0.0,Debit Card,0,52.14,52.14,52.14,Sunday,2023-10-01,2023,1
898,2024-09-07,Miami,S007,Grocery,Dairy,C1198,9.13,1,0.1,Credit Card,0,9.13,8.217,8.217,Saturday,2024-09-01,2024,1
899,2024-06-09,Houston,S016,Home,Furniture,C1686,123.97,4,0.0,Credit Card,0,495.88,495.88,495.88,Sunday,2024-06-01,2024,1
900,2024-09-28,Chicago,S014,Grocery,Produce,C1631,5.79,1,0.0,Cash,0,5.79,5.79,5.79,Saturday,2024-09-01,2024,1
901,2024-02-26,Seattle,S002,Clothing,Men,C1161,29.49,1,0.0,Credit Card,0,29.49,29.49,29.49,Monday,2024-02-01,2024,0
902,2023-01-23,Chicago,S015,Clothing,Kids,C1333,29.51,4,0.0,Debit Card,0,118.04,118.04,118.04,Monday,2023-01-01,2023,0
903,2024-07-28,Chicago,S004,Grocery,Snacks,C1100,7.33,2,0.08,Credit Card,0,14.66,13.4872,13.4872,Sunday,2024-07-01,2024,1
904,2023-05-23,Chicago,S003,Toys,Action Figures,C1496,18.8,1,0.0,Credit Card,0,18.8,18.8,18.8,Tuesday,2023-05-01,2023,0
905,2023-05-25,Phoenix,S015,Home,Kitchen,C1382,102.1,2,0.04,Debit Card,0,204.2,196.032,196.032,Thursday,2023-05-01,2023,0
906,2023-08-13,Los Angeles,S007,Grocery,Snacks,C1032,8.03,2,0.0,Credit Card,0,16.06,16.06,16.06,Sunday,2023-08-01,2023,1
907,2024-05-17,Miami,S015,Toys,Puzzles,C1175,18.05,3,0.0,Credit Card,0,54.15,54.15,54.15,Friday,2024-05-01,2024,0
908,2024-09-07,Chicago,S020,Home,Decor,C1566,116.15,1,0.0,Credit Card,0,116.15,116.15,116.15,Saturday,2024-09-01,2024,1
909,2023-04-14,Houston,S007,Clothing,Women,C1857,52.51,2,0.0,Credit Card,0,105.02,105.02,105.02,Friday,2023-04-01,2023,0
910,2023-02-08,Miami,S008,Home,Kitchen,C1444,90.42,3,0.0,Cash,0,271.26,271.26,271.26,Wednesday,2023-02-01,2023,0
911,2023-07-17,Chicago,S019,Electronics,TV,C1045,535.72,1,0.15,Credit Card,0,535.72,455.362,455.362,Monday,2023-07-01,2023,0
912,2024-08-01,New York,S014,Clothing,Women,C1490,18.8,3,0.0,Debit Card,0,56.4,56.4,56.4,Thursday,2024-08-01,2024,0
913,2024-01-26,Houston,S008,Electronics,Phone,C1709,580.61,1,0.0,Wallet,0,580.61,580.61,580.61,Friday,2024-01-01,2024,0
914,2023-06-28,Los Angeles,S008,Books,Fiction,C1016,12.78,1,0.0,Credit Card,0,12.78,12.78,12.78,Wednesday,2023-06-01,2023,0
915,2024-07-07,Miami,S019,Books,Comics,C1024,15.23,3,0.0,Credit Card,0,45.69,45.69,45.69,Sunday,2024-07-01,2024,1
916,2024-03-23,Seattle,S013,Home,Kitchen,C1641,145.17,5,0.0,Debit Card,0,725.85,725.85,725.85,Saturday,2024-03-01,2024,1
917,2024-05-14,New York,S013,Books,Non-fiction,C1543,18.26,1,0.1,Credit Card,0,18.26,16.434,16.434,Tuesday,2024-05-01,2024,0
918,2023-01-15,Phoenix,S018,Clothing,Men,C1806,32.0,1,0.0,Debit Card,0,32.0,32.0,32.0,Sunday,2023-01-01,2023,1
919,2024-09-14,New York,S017,Books,Non-fiction,C1052,15.28,1,0.17,Credit Card,0,15.28,12.6824,12.6824,Saturday,2024-09-01,2024,1
920,2023-10-16,Los Angeles,S012,Home,Decor,C1572,93.99,1,0.0,Debit Card,0,93.99,93.99,93.99,Monday,2023-10-01,2023,0
921,2024-04-22,Chicago,S011,Home,Decor,C1116,87.64,4,0.0,Debit Card,0,350.56,350.56,350.56,Monday,2024-04-01,2024,0
922,2023-08-19,Miami,S007,Beauty,Makeup,C1779,22.07,3,0.0,Credit Card,0,66.21,66.21,66.21,Saturday,2023-08-01,2023,1
923,2024-02-24,Seattle,S014,Grocery,Dairy,C1064,9.52,1,0.03,Credit Card,0,9.52,9.2344,9.2344,Saturday,2024-02-01,2024,1
924,2023-06-06,Miami,S004,Toys,Action Figures,C1544,26.91,3,0.0,Debit Card,0,80.73,80.73,80.73,Tuesday,2023-06-01,2023,0
925,2024-07-03,Phoenix,S012,Beauty,Makeup,C1709,23.8,1,0.0,Wallet,0,23.8,23.8,23.8,Wednesday,2024-07-01,2024,0
926,2024-03-16,Houston,S003,Electronics,TV,C1183,425.1,1,0.08,Wallet,0,425.1,391.092,391.092,Saturday,2024-03-01,2024,1
927,2023-04-07,Los Angeles,S004,Books,Fiction,C1508,16.38,1,0.06,Credit Card,0,16.38,15.3972,15.3972,Friday,2023-04-01,2023,0
928,2024-02-15,New York,S010,Toys,Action Figures,C1554,29.85,3,0.0,Credit Card,0,89.55,89.55,89.55,Thursday,2024-02-01,2024,0
929,2023-10-16,Seattle,S001,Grocery,Snacks,C1064,9.44,1,0.07,Cash,0,9.44,8.7792,8.7792,Monday,2023-10-01,2023,0
930,2023-09-11,Phoenix,S011,Toys,Action Figures,C1351,28.3,1,0.0,Cash,0,28.3,28.3,28.3,Monday,2023-09-01,2023,0
931,2023-07-15,Seattle,S017,Beauty,Makeup,C1455,29.77,3,0.0,Debit Card,0,89.31,89.31,89.31,Saturday,2023-07-01,2023,1
932,2024-08-20,Los Angeles,S006,Beauty,Haircare,C1232,21.26,2,0.0,Wallet,0,42.52,42.52,42.52,Tuesday,2024-08-01,2024,0
933,2024-06-05,New York,S005,Grocery,Produce,C1466,7.48,2,0.0,Debit Card,0,14.96,14.96,14.96,Wednesday,2024-06-01,2024,0
934,2024-05-31,Phoenix,S010,Home,Furniture,C1859,161.18,3,0.0,Wallet,0,483.54,483.54,483.54,Friday,2024-05-01,2024,0
935,2024-09-26,Chicago,S008,Electronics,Phone,C1324,441.22,1,0.0,Credit Card,0,441.22,441.22,441.22,Thursday,2024-09-01,2024,0
936,2023-04-28,Chicago,S018,Books,Fiction,C1681,12.78,3,0.11,Credit Card,0,38.34,34.1226,34.1226,Friday,2023-04-01,2023,0
937,2023-06-08,Phoenix,S006,Clothing,Women,C1124,49.59,1,0.0,Credit Card,0,49.59,49.59,49.59,Thursday,2023-06-01,2023,0
938,2023-08-16,Chicago,S015,Grocery,Snacks,C1004,6.39,4,0.0,Debit Card,0,25.56,25.56,25.56,Wednesday,2023-08-01,2023,0
939,2023-08-04,Seattle,S010,Toys,Puzzles,C1772,15.35,3,0.0,Debit Card,0,46.05,46.05,46.05,Friday,2023-08-01,2023,0
940,2023-01-15,Phoenix,S015,Grocery,Dairy,C1749,7.36,2,0.0,Credit Card,0,14.72,14.72,14.72,Sunday,2023-01-01,2023,1
941,2023-06-06,New York,S010,Electronics,TV,C1632,438.22,1,0.0,Credit Card,0,438.22,438.22,438.22,Tuesday,2023-06-01,2023,0
942,2023-09-18,New York,S020,Books,Fiction,C1597,18.38,1,0.0,Cash,0,18.38,18.38,18.38,Monday,2023-09-01,2023,0
943,2023-06-06,Chicago,S001,Electronics,TV,C1693,425.29,1,0.0,Credit Card,0,425.29,425.29,425.29,Tuesday,2023-06-01,2023,0
944,2023-02-16,Chicago,S016,Grocery,Dairy,C1682,9.4,3,0.0,Credit Card,0,28.2,28.2,28.2,Thursday,2023-02-01,2023,0
945,2023-11-20,Los Angeles,S013,Grocery,Dairy,C1291,8.01,3,0.08,Credit Card,0,24.03,22.1076,22.1076,Monday,2023-11-01,2023,0
946,2023-05-10,Phoenix,S003,Home,Decor,C1454,137.89,2,0.0,Credit Card,0,275.78,275.78,275.78,Wednesday,2023-05-01,2023,0
947,2024-02-15,Chicago,S014,Books,Non-fiction,C1142,13.08,1,0.0,Debit Card,0,13.08,13.08,13.08,Thursday,2024-02-01,2024,0
948,2023-04-05,Los Angeles,S016,Beauty,Makeup,C1343,34.43,2,0.06,Wallet,0,68.86,64.7284,64.7284,Wednesday,2023-04-01,2023,0
949,2024-09-18,New York,S001,Toys,Action Figures,C1279,27.54,1,0.0,Debit Card,0,27.54,27.54,27.54,Wednesday,2024-09-01,2024,0
950,2023-10-19,Miami,S005,Home,Furniture,C1852,106.16,2,0.03,Debit Card,0,212.32,205.9504,205.9504,Thursday,2023-10-01,2023,0
951,2023-10-10,Miami,S010,Beauty,Makeup,C1311,16.42,2,0.0,Debit Card,0,32.84,32.84,32.84,Tuesday,2023-10-01,2023,0
952,2023-03-10,Miami,S001,Home,Kitchen,C1307,115.96,6,0.0,Cash,0,695.76,695.76,695.76,Friday,2023-03-01,2023,0
953,2023-01-11,Seattle,S010,Toys,Board Games,C1503,23.0,3,0.0,Debit Card,1,69.0,0.0,0.0,Wednesday,2023-01-01,2023,0
954,2023-09-11,Miami,S009,Toys,Board Games,C1613,21.27,2,0.0,Debit Card,0,42.54,42.54,42.54,Monday,2023-09-01,2023,0
955,2024-07-03,Miami,S009,Books,Comics,C1487,13.23,2,0.0,Cash,0,26.46,26.46,26.46,Wednesday,2024-07-01,2024,0
956,2023-05-14,Seattle,S019,Electronics,Headphones,C1166,443.25,2,0.0,Credit Card,0,886.5,886.5,886.5,Sunday,2023-05-01,2023,1
957,2023-01-23,Seattle,S005,Grocery,Snacks,C1054,10.05,1,0.06,Credit Card,0,10.05,9.447,9.447,Monday,2023-01-01,2023,0
958,2023-12-12,Los Angeles,S002,Grocery,Produce,C1542,5.11,1,0.0,Credit Card,0,5.11,5.11,5.11,Tuesday,2023-12-01,2023,0
959,2023-10-29,Seattle,S006,Beauty,Skincare,C1613,23.18,2,0.0,Debit Card,0,46.36,46.36,46.36,Sunday,2023-10-01,2023,1
960,2023-12-29,Miami,S010,Grocery,Produce,C1098,8.58,3,0.0,Credit Card,0,25.74,25.74,25.74,Friday,2023-12-01,2023,0
961,2024-01-31,Chicago,S017,Grocery,Produce,C1797,8.51,1,0.0,Credit Card,0,8.51,8.51,8.51,Wednesday,2024-01-01,2024,0
962,2023-08-06,New York,S007,Home,Decor,C1226,81.03,1,0.0,Cash,0,81.03,81.03,81.03,Sunday,2023-08-01,2023,1
963,2023-05-21,Seattle,S017,Beauty,Makeup,C1729,20.37,1,0.0,Cash,0,20.37,20.37,20.37,Sunday,2023-05-01,2023,1
964,2024-09-07,Houston,S003,Electronics,Laptop,C1017,409.68,1,0.0,Credit Card,0,409.68,409.68,409.68,Saturday,2024-09-01,2024,1
965,2023-07-29,Miami,S015,Clothing,Kids,C1781,26.5,3,0.0,Credit Card,0,79.5,79.5,79.5,Saturday,2023-07-01,2023,1
966,2024-09-14,Seattle,S004,Home,Furniture,C1877,144.55,1,0.0,Debit Card,0,144.55,144.55,144.55,Saturday,2024-09-01,2024,1
967,2024-09-07,Chicago,S005,Electronics,TV,C1707,432.86,2,0.0,Credit Card,1,865.72,0.0,0.0,Saturday,2024-09-01,2024,1
968,2024-04-04,Houston,S014,Electronics,Laptop,C1110,337.88,1,0.1,Debit Card,0,337.88,304.092,304.092,Thursday,2024-04-01,2024,0
969,2023-12-22,Houston,S004,Grocery,Dairy,C1067,8.18,2,0.07,Credit Card,0,16.36,15.2148,15.2148,Friday,2023-12-01,2023,0
970,2023-11-20,New York,S020,Home,Decor,C1204,119.57,2,0.02,Credit Card,0,239.14,234.3572,234.3572,Monday,2023-11-01,2023,0
971,2023-05-13,Miami,S009,Clothing,Women,C1360,19.11,1,0.06,Debit Card,0,19.11,17.9634,17.9634,Saturday,2023-05-01,2023,1
972,2023-05-07,Chicago,S017,Clothing,Men,C1101,23.41,1,0.0,Cash,0,23.41,23.41,23.41,Sunday,2023-05-01,2023,1
973,2023-04-16,Seattle,S007,Grocery,Snacks,C1772,7.18,4,0.0,Wallet,0,28.72,28.72,28.72,Sunday,2023-04-01,2023,1
974,2024-08-26,Chicago,S017,Beauty,Makeup,C1486,22.13,1,0.1,Debit Card,0,22.13,19.917,19.917,Monday,2024-08-01,2024,0
975,2024-01-13,New York,S006,Beauty,Haircare,C1388,22.47,2,0.0,Debit Card,0,44.94,44.94,44.94,Saturday,2024-01-01,2024,1
976,2023-02-20,Miami,S011,Electronics,TV,C1112,421.3,1,0.0,Credit Card,0,421.3,421.3,421.3,Monday,2023-02-01,2023,0
977,2023-01-29,Los Angeles,S018,Books,Fiction,C1084,13.83,1,0.08,Credit Card,0,13.83,12.7236,12.7236,Sunday,2023-01-01,2023,1
978,2024-04-06,Phoenix,S010,Books,Non-fiction,C1231,12.65,1,0.0,Credit Card,0,12.65,12.65,12.65,Saturday,2024-04-01,2024,1
979,2023-10-23,Chicago,S003,Beauty,Haircare,C1695,24.65,4,0.09,Credit Card,0,98.6,89.726,89.726,Monday,2023-10-01,2023,0
980,2023-10-24,Seattle,S004,Toys,Puzzles,C1535,35.49,3,0.0,Credit Card,0,106.47,106.47,106.47,Tuesday,2023-10-01,2023,0
981,2024-02-11,Houston,S019,Electronics,Laptop,C1066,292.75,1,0.07,Credit Card,0,292.75,272.2575,272.2575,Sunday,2024-02-01,2024,1
