transaction_id,date,city,store_id,category,subcategory,customer_id,unit_price,quantity,discount_rate,payment_method,is_return,gross_sales,net_sales
608,2024-04-05,Chicago,S019,Beauty,Skincare,C1871,24.12,1,0.0,Wallet,0,24.12,24.12
609,2024-07-11,Seattle,S018,Electronics,Headphones,C1687,584.7,1,0.08,Credit Card,0,584.7,537.9240000000001
610,2024-06-30,Houston,S011,Grocery,Snacks,C1687,7.0,1,0.0,Credit Card,0,7.0,7.0
611,2023-09-10,Chicago,S011,Toys,Puzzles,C1336,25.48,2,0.0,Credit Card,0,50.96,50.96
612,2024-01-25,Phoenix,S019,Grocery,Produce,C1438,7.05,2,0.11,Credit Card,0,14.1,12.549
613,2024-08-16,Seattle,S014,Grocery,Produce,C1137,10.24,3,0.0,Credit Card,0,30.72,30.72
614,2023-09-13,Houston,S012,Beauty,Haircare,C1498,18.18,1,0.0,Credit Card,0,18.18,18.18
615,2024-03-25,Miami,S009,Beauty,Skincare,C1551,20.49,4,0.16,Debit Card,0,81.96,68.84639999999999
616,2023-01-10,Seattle,S003,Electronics,Phone,C1832,561.89,3,0.0,Credit Card,0,1685.67,1685.67
617,2023-08-30,New York,S018,Grocery,Beverages,C1669,9.02,2,0.0,Credit Card,0,18.04,18.04
618,2023-09-08,Miami,S019,Books,Non-fiction,C1137,16.35,1,0.0,Debit Card,0,16.35,16.35
619,2023-01-05,Phoenix,S001,Books,Fiction,C1868,11.42,1,0.0,Wallet,0,11.42,11.42
620,2023-04-29,Miami,S017,Home,Kitchen,C1163,126.86,1,0.09,Wallet,0,126.86,115.4426
621,2024-01-09,Chicago,S016,Grocery,Dairy,C1224,7.08,2,0.0,Credit Card,0,14.16,14.16
622,2023-03-06,Chicago,S002,Books,Fiction,C1530,11.29,1,0.0,Credit Card,0,11.29,11.29
623,2023-05-26,Houston,S002,Electronics,Headphones,C1105,510.8,2,0.0,Debit Card,0,1021.6,1021.6
624,2023-08-12,Miami,S009,Clothing,Kids,C1583,19.81,2,0.01,Debit Card,0,39.62,39.2238
625,2023-08-27,Seattle,S003,Clothing,Women,C1385,41.08,2,0.0,Credit Card,0,82.16,82.16
626,2023-06-26,Miami,S012,Toys,Puzzles,C1618,15.22,1,0.1,Cash,0,15.22,13.698
627,2023-10-09,Chicago,S003,Clothing,Kids,C1287,36.86,2,0.08,Credit Card,0,73.72,67.8224
628,2023-03-04,Seattle,S004,Books,Fiction,C1424,16.14,1,0.0,Debit Card,0,16.14,16.14
629,2023-08-05,Houston,S016,Home,Decor,C1165,106.24,1,0.0,Credit Card,0,106.24,106.24
630,2024-04-05,Chicago,S019,Clothing,Men,C1137,33.06,2,0.0,Credit Card,0,66.12,66.12
631,2024-09-01,New York,S006,Grocery,Snacks,C1529,8.56,1,0.0,Debit Card,0,8.56,8.56
632,2023-04-15,New York,S010,Electronics,Laptop,C1459,369.2,1,0.0,Credit Card,0,369.2,369.2
633,2023-04-09,Chicago,S014,Clothing,Men,C1813,44.43,4,0.0,Cash,0,177.72,177.72
634,2024-05-25,Phoenix,S009,Home,Decor,C1702,89.73,1,0.12,Credit Card,0,89.73,78.9624
635,2024-01-20,Chicago,S013,Toys,Board Games,C1111,24.45,3,0.12,Debit Card,0,73.35,64.548
636,2024-02-09,Seattle,S014,Beauty,Skincare,C1620,27.28,4,0.08,Credit Card,0,109.12,100.39040000000001
637,2024-06-01,New York,S018,Clothing,Men,C1095,32.88,3,0.0,Credit Card,0,98.64000000000001,98.64000000000001
638,2024-04-20,Miami,S001,Beauty,Makeup,C1664,13.99,3,0.0,Credit Card,0,41.97,41.97
639,2024-03-12,Seattle,S017,Toys,Board Games,C1821,22.01,3,0.0,Cash,0,66.03,66.03
640,2023-01-23,Miami,S019,Electronics,TV,C1137,486.95,2,0.06,Cash,0,973.9,915.4659999999999
641,2024-07-18,New York,S010,Clothing,Kids,C1418,45.15,1,0.0,Credit Card,0,45.15,45.15
642,2024-04-02,New York,S019,Clothing,Men,C1532,39.89,2,0.01,Debit Card,0,79.78,78.9822
643,2023-03-24,Los Angeles,S014,Grocery,Dairy,C1158,9.27,2,0.0,Debit Card,0,18.54,18.54
644,2023-05-25,Phoenix,S014,Clothing,Women,C1626,31.01,5,0.04,Debit Card,0,155.05,148.848
645,2023-03-26,Houston,S018,Beauty,Makeup,C1494,18.26,1,0.11,Debit Card,0,18.26,16.2514
646,2023-03-19,Los Angeles,S019,Grocery,Beverages,C1753,7.06,1,0.01,Cash,0,7.06,6.9894
647,2024-04-01,Chicago,S015,Beauty,Makeup,C1165,30.01,2,0.05,Debit Card,0,60.02,57.019
648,2023-01-01,Miami,S018,Clothing,Kids,C1700,33.79,1,0.0,Credit Card,0,33.79,33.79
649,2023-02-20,New York,S003,Beauty,Skincare,C1482,22.92,4,0.0,Credit Card,0,91.68,91.68
650,2024-03-21,Chicago,S012,Electronics,Phone,C1741,361.39,1,0.14,Wallet,0,361.39,310.7954
651,2024-03-24,Phoenix,S010,Books,Comics,C1058,10.86,1,0.0,Cash,0,10.86,10.86
652,2024-05-02,Houston,S001,Home,Decor,C1823,133.1,4,0.0,Credit Card,0,532.4,532.4
653,2023-02-03,Phoenix,S017,Books,Fiction,C1629,8.49,3,0.01,Credit Card,0,25.47,25.2153
654,2023-12-14,New York,S006,Electronics,Headphones,C1798,614.85,1,0.05,Debit Card,0,614.85,584.1075
655,2023-04-05,Chicago,S017,Electronics,Phone,C1092,494.03,1,0.0,Debit Card,0,494.03,494.03
656,2023-03-13,Phoenix,S012,Grocery,Produce,C1231,6.6,1,0.0,Credit Card,0,6.6,6.6
657,2024-07-04,Phoenix,S001,Grocery,Snacks,C1416,9.84,5,0.0,Debit Card,0,49.2,49.2
658,2023-06-03,Los Angeles,S004,Beauty,Makeup,C1263,16.85,1,0.0,Cash,0,16.85,16.85
659,2023-09-07,Seattle,S015,Toys,Action Figures,C1495,36.37,2,0.0,Cash,0,72.74,72.74
660,2024-03-13,Houston,S015,Clothing,Men,C1493,28.79,2,0.11,Credit Card,0,57.58,51.2462
661,2023-04-28,Chicago,S008,Beauty,Haircare,C1422,24.82,2,0.0,Debit Card,1,49.64,0.0
662,2023-11-02,Miami,S009,Home,Kitchen,C1095,88.42,3,0.1,Debit Card,0,265.26,238.734
663,2023-09-25,Phoenix,S006,Toys,Puzzles,C1362,18.9,3,0.11,Debit Card,0,56.699999999999996,50.462999999999994
664,2023-02-23,Seattle,S007,Toys,Action Figures,C1204,25.64,4,0.06,Credit Card,0,102.56,96.40639999999999
665,2023-08-24,Chicago,S007,Beauty,Skincare,C1856,15.95,2,0.0,Credit Card,0,31.9,31.9
666,2024-01-24,New York,S016,Clothing,Men,C1782,35.32,2,0.0,Wallet,0,70.64,70.64
667,2024-02-05,Los Angeles,S020,Grocery,Beverages,C1588,9.0,1,0.0,Credit Card,0,9.0,9.0
668,2024-09-15,Phoenix,S009,Toys,Board Games,C1768,20.45,2,0.0,Credit Card,0,40.9,40.9
669,2023-10-30,Houston,S018,Electronics,Headphones,C1403,639.64,2,0.0,Cash,0,1279.28,1279.28
670,2023-07-26,New York,S017,Toys,Puzzles,C1705,27.79,1,0.0,Debit Card,0,27.79,27.79
671,2023-08-17,New York,S011,Grocery,Produce,C1191,9.04,1,0.0,Credit Card,0,9.04,9.04
672,2024-07-31,Phoenix,S011,Grocery,Snacks,C1510,5.39,2,0.0,Credit Card,0,10.78,10.78
673,2023-03-16,Los Angeles,S013,Grocery,Beverages,C1184,9.32,4,0.0,Wallet,0,37.28,37.28
674,2024-03-10,Miami,S004,Books,Non-fiction,C1823,12.11,1,0.11,Credit Card,0,12.11,10.777899999999999
675,2023-04-13,Chicago,S005,Toys,Board Games,C1180,30.65,1,0.0,Credit Card,0,30.65,30.65
676,2024-02-26,Seattle,S017,Clothing,Kids,C1323,30.43,1,0.0,Credit Card,0,30.43,30.43
677,2023-11-02,Phoenix,S002,Toys,Board Games,C1707,16.97,3,0.06,Credit Card,0,50.91,47.855399999999996
678,2023-04-08,Miami,S004,Toys,Action Figures,C1342,26.35,1,0.05,Credit Card,0,26.35,25.0325
679,2023-12-01,Miami,S009,Grocery,Dairy,C1421,8.2,2,0.1,Cash,0,16.4,14.76
680,2024-03-10,Chicago,S019,Clothing,Kids,C1664,39.05,3,0.0,Wallet,0,117.14999999999999,117.14999999999999
681,2024-03-22,Los Angeles,S017,Toys,Action Figures,C1457,29.78,1,0.0,Credit Card,0,29.78,29.78
682,2023-11-04,Seattle,S005,Beauty,Skincare,C1655,21.83,3,0.0,Credit Card,0,65.49,65.49
683,2023-09-06,Phoenix,S013,Beauty,Skincare,C1081,23.8,2,0.09,Credit Card,0,47.6,43.316
684,2023-06-15,Los Angeles,S009,Clothing,Kids,C1404,35.88,2,0.01,Credit Card,0,71.76,71.0424
685,2024-04-25,Los Angeles,S019,Clothing,Women,C1423,40.06,2,0.08,Cash,0,80.12,73.7104
686,2023-12-01,Chicago,S009,Books,Comics,C1767,8.9,1,0.18,Credit Card,0,8.9,7.298000000000001
687,2024-06-25,New York,S016,Clothing,Men,C1026,35.24,2,0.0,Debit Card,0,70.48,70.48
688,2023-04-16,New York,S009,Clothing,Men,C1086,48.98,1,0.0,Cash,0,48.98,48.98
689,2024-07-16,Chicago,S010,Toys,Action Figures,C1129,26.45,2,0.12,Cash,1,52.9,0.0
690,2023-03-22,Seattle,S012,Beauty,Haircare,C1884,22.85,4,0.0,Wallet,0,91.4,91.4
691,2023-05-13,Los Angeles,S018,Toys,Board Games,C1714,21.74,2,0.0,Debit Card,0,43.48,43.48
692,2023-05-18,Seattle,S019,Toys,Action Figures,C1655,34.99,1,0.0,Credit Card,0,34.99,34.99
693,2023-07-03,Phoenix,S008,Beauty,Skincare,C1452,30.92,3,0.06,Credit Card,0,92.76,87.1944
694,2024-02-05,New York,S001,Clothing,Men,C1352,32.15,1,0.04,Debit Card,0,32.15,30.863999999999997
695,2023-11-26,Houston,S016,Grocery,Dairy,C1784,8.47,3,0.0,Credit Card,0,25.410000000000004,25.410000000000004
696,2024-05-22,New York,S018,Grocery,Snacks,C1421,5.97,2,0.0,Credit Card,0,11.94,11.94
697,2023-03-10,Seattle,S013,Beauty,Haircare,C1225,24.94,2,0.01,Credit Card,0,49.88,49.3812
698,2024-06-29,Miami,S020,Beauty,Makeup,C1701,20.89,2,0.14,Debit Card,0,41.78,35.9308
699,2023-02-22,Los Angeles,S014,Home,Furniture,C1186,120.64,4,0.07,Credit Card,0,482.56,448.7808
700,2024-03-25,Houston,S009,Books,Comics,C1503,18.61,4,0.06,Credit Card,0,74.44,69.97359999999999
701,2023-07-24,Phoenix,S001,Home,Furniture,C1288,69.78,2,0.0,Debit Card,0,139.56,139.56
702,2023-05-06,Chicago,S003,Home,Furniture,C1505,115.91,1,0.03,Credit Card,0,115.91,112.4327
703,2023-02-12,Houston,S012,Toys,Action Figures,C1810,22.4,2,0.09,Credit Card,0,44.8,40.768
704,2023-04-21,Chicago,S002,Grocery,Beverages,C1073,4.88,2,0.0,Credit Card,0,9.76,9.76
705,2023-07-02,Los Angeles,S013,Beauty,Skincare,C1124,21.56,1,0.0,Debit Card,0,21.56,21.56
706,2023-04-05,Houston,S008,Books,Fiction,C1203,16.13,2,0.0,Cash,0,32.26,32.26
707,2024-01-09,Chicago,S016,Toys,Action Figures,C1319,32.14,2,0.0,Credit Card,0,64.28,64.28
708,2024-06-03,Seattle,S018,Clothing,Men,C1259,32.06,1,0.0,Credit Card,0,32.06,32.06
709,2023-12-26,New York,S007,Electronics,Laptop,C1648,418.04,1,0.0,Credit Card,0,418.04,418.04
710,2023-10-08,Phoenix,S004,Toys,Board Games,C1009,27.07,3,0.0,Debit Card,0,81.21000000000001,81.21000000000001
711,2023-07-14,Seattle,S020,Home,Kitchen,C1789,119.31,1,0.0,Credit Card,0,119.31,119.31
712,2023-07-14,Phoenix,S011,Beauty,Makeup,C1061,21.72,3,0.08,Debit Card,0,65.16,59.9472
713,2023-04-03,Miami,S004,Home,Kitchen,C1238,140.85,1,0.01,Debit Card,0,140.85,139.4415
714,2023-03-02,Los Angeles,S015,Books,Fiction,C1021,15.15,1,0.0,Credit Card,0,15.15,15.15
715,2024-09-25,New York,S016,Books,Non-fiction,C1572,19.47,1,0.08,Debit Card,0,19.47,17.912399999999998
716,2023-02-20,Chicago,S018,Grocery,Produce,C1749,10.56,1,0.0,Cash,0,10.56,10.56
717,2024-02-07,Miami,S018,Home,Furniture,C1543,136.45,3,0.06,Credit Card,0,409.34999999999997,384.78899999999993
718,2023-01-05,Los Angeles,S015,Electronics,TV,C1751,399.43,1,0.09,Credit Card,0,399.43,363.48130000000003
719,2024-04-10,Miami,S020,Home,Kitchen,C1738,132.74,2,0.08,Wallet,0,265.48,244.24160000000003
720,2024-08-26,Chicago,S017,Books,Non-fiction,C1784,12.97,1,0.0,Debit Card,0,12.97,12.97
721,2024-06-17,Seattle,S011,Electronics,Phone,C1535,487.4,1,0.0,Credit Card,0,487.4,487.4
722,2024-02-09,Chicago,S002,Home,Furniture,C1497,103.51,1,0.0,Credit Card,0,103.51,103.51
723,2024-05-27,Houston,S016,Clothing,Kids,C1718,36.34,1,0.0,Credit Card,0,36.34,36.34
724,2023-08-21,Seattle,S003,Electronics,Laptop,C1671,446.73,1,0.0,Cash,0,446.73,446.73
725,2024-06-07,Miami,S002,Grocery,Beverages,C1841,8.24,1,0.04,Debit Card,0,8.24,7.9104
726,2023-12-12,Los Angeles,S017,Electronics,Phone,C1854,454.01,1,0.13,Wallet,0,454.01,394.9887
727,2023-02-15,New York,S004,Books,Fiction,C1544,13.64,2,0.05,Credit Card,0,27.28,25.916
728,2024-06-29,Phoenix,S006,Clothing,Kids,C1571,30.23,1,0.0,Credit Card,0,30.23,30.23
729,2023-03-19,Los Angeles,S015,Books,Comics,C1437,17.9,5,0.0,Credit Card,0,89.5,89.5
730,2023-03-14,Houston,S017,Grocery,Snacks,C1546,9.01,1,0.0,Credit Card,0,9.01,9.01
731,2023-09-06,Los Angeles,S018,Grocery,Produce,C1422,7.24,4,0.0,Credit Card,0,28.96,28.96
732,2023-02-16,Phoenix,S008,Clothing,Kids,C1219,27.91,1,0.0,Debit Card,0,27.91,27.91
733,2023-05-01,Los Angeles,S015,Toys,Puzzles,C1000,19.68,2,0.0,Wallet,0,39.36,39.36
734,2023-08-02,Phoenix,S005,Grocery,Dairy,C1307,7.98,1,0.0,Credit Card,0,7.98,7.98
735,2023-08-27,Miami,S009,Clothing,Kids,C1569,25.36,1,0.0,Debit Card,0,25.36,25.36
736,2023-02-25,Houston,S012,Home,Furniture,C1271,85.19,1,0.03,Debit Card,0,85.19,82.6343
737,2023-12-16,Miami,S010,Electronics,TV,C1582,425.29,1,0.0,Debit Card,0,425.29,425.29
738,2023-04-17,Miami,S016,Home,Kitchen,C1845,151.97,2,0.0,Debit Card,0,303.94,303.94
739,2023-02-17,New York,S020,Books,Non-fiction,C1038,9.42,3,0.0,Debit Card,0,28.259999999999998,28.259999999999998
740,2024-07-26,New York,S011,Grocery,Beverages,C1426,10.66,2,0.0,Credit Card,0,21.32,21.32
741,2023-12-03,Seattle,S020,Electronics,TV,C1055,477.47,2,0.01,Credit Card,0,954.94,945.3906000000001
742,2023-01-26,Chicago,S011,Clothing,Kids,C1226,34.0,1,0.12,Debit Card,0,34.0,29.92
743,2023-09-14,Houston,S020,Clothing,Kids,C1092,19.66,3,0.07,Credit Card,0,58.980000000000004,54.8514
744,2023-01-08,Chicago,S011,Electronics,TV,C1585,560.7,1,0.0,Debit Card,0,560.7,560.7
745,2024-09-16,Houston,S017,Toys,Action Figures,C1133,29.91,2,0.0,Credit Card,0,59.82,59.82
746,2023-09-10,Houston,S019,Home,Decor,C1630,86.4,3,0.0,Debit Card,0,259.20000000000005,259.20000000000005
747,2023-10-30,Los Angeles,S014,Grocery,Dairy,C1115,9.64,2,0.0,Credit Card,0,19.28,19.28
748,2024-09-30,Los Angeles,S012,Clothing,Kids,C1024,32.18,2,0.0,Credit Card,0,64.36,64.36
749,2023-02-25,Miami,S015,Clothing,Men,C1451,42.41,3,0.08,Cash,0,127.22999999999999,117.0516
750,2024-06-09,Los Angeles,S005,Beauty,Makeup,C1873,24.3,3,0.06,Debit Card,0,72.9,68.526
751,2024-04-18,Phoenix,S005,Beauty,Haircare,C1014,22.98,2,0.05,Cash,0,45.96,43.662
752,2023-01-28,Houston,S001,Grocery,Snacks,C1757,10.45,2,0.0,Credit Card,0,20.9,20.9
753,2023-03-19,Los Angeles,S018,Toys,Action Figures,C1747,24.59,3,0.0,Debit Card,0,73.77,73.77
754,2023-08-04,Houston,S019,Books,Comics,C1044,21.13,1,0.08,Credit Card,0,21.13,19.4396
755,2024-01-21,Seattle,S020,Grocery,Dairy,C1476,8.23,2,0.0,Credit Card,0,16.46,16.46
756,2023-12-31,Los Angeles,S012,Beauty,Skincare,C1019,23.24,3,0.06,Cash,0,69.72,65.5368
757,2024-06-09,Houston,S017,Books,Fiction,C1323,16.7,1,0.0,Debit Card,0,16.7,16.7
758,2023-11-08,Chicago,S017,Toys,Action Figures,C1729,28.56,2,0.23,Credit Card,0,57.12,43.9824
759,2023-01-07,Los Angeles,S016,Toys,Action Figures,C1160,24.14,1,0.0,Debit Card,0,24.14,24.14
760,2023-01-03,Los Angeles,S008,Clothing,Women,C1831,44.41,2,0.13,Credit Card,0,88.82,77.2734
761,2024-09-14,Miami,S001,Clothing,Women,C1230,46.19,1,0.11,Cash,0,46.19,41.1091
762,2023-12-29,New York,S013,Clothing,Kids,C1627,31.11,4,0.0,Debit Card,0,124.44,124.44
763,2024-05-22,Phoenix,S005,Toys,Puzzles,C1619,25.11,2,0.0,Debit Card,0,50.22,50.22
764,2023-10-01,Chicago,S019,Clothing,Kids,C1819,33.53,2,0.02,Credit Card,0,67.06,65.7188
765,2024-05-20,Phoenix,S005,Toys,Board Games,C1671,22.8,3,0.0,Wallet,0,68.4,68.4
766,2023-01-15,Phoenix,S018,Books,Fiction,C1188,17.19,4,0.1,Cash,0,68.76,61.88400000000001
767,2023-07-11,Miami,S011,Toys,Puzzles,C1310,23.71,3,0.0,Wallet,0,71.13,71.13
768,2024-09-22,Seattle,S009,Home,Furniture,C1109,81.28,1,0.15,Credit Card,0,81.28,69.088
769,2024-04-29,Phoenix,S009,Clothing,Kids,C1627,31.36,3,0.04,Credit Card,0,94.08,90.3168
770,2023-01-28,Los Angeles,S003,Books,Non-fiction,C1137,9.28,3,0.0,Debit Card,0,27.839999999999996,27.839999999999996
771,2023-02-08,Los Angeles,S006,Beauty,Haircare,C1503,20.57,3,0.0,Credit Card,0,61.71,61.71
772,2023-09-30,Houston,S001,Grocery,Beverages,C1227,9.18,2,0.0,Wallet,0,18.36,18.36
773,2023-08-19,New York,S006,Toys,Action Figures,C1501,23.32,4,0.0,Cash,0,93.28,93.28
774,2023-03-27,Houston,S013,Beauty,Skincare,C1622,16.1,1,0.0,Credit Card,0,16.1,16.1
775,2024-04-18,Phoenix,S019,Clothing,Kids,C1537,31.94,2,0.0,Debit Card,0,63.88,63.88
776,2023-05-06,New York,S015,Toys,Board Games,C1898,16.87,2,0.0,Debit Card,0,33.74,33.74
777,2024-06-20,Seattle,S002,Clothing,Women,C1528,45.81,2,0.0,Wallet,0,91.62,91.62
778,2023-05-25,Houston,S013,Grocery,Produce,C1472,8.14,1,0.0,Credit Card,0,8.14,8.14
779,2024-06-08,Seattle,S017,Home,Kitchen,C1849,125.32,1,0.0,Credit Card,0,125.32,125.32
780,2023-07-31,Chicago,S019,Books,Comics,C1138,17.87,2,0.19,Credit Card,1,35.74,0.0
781,2023-01-25,Houston,S019,Books,Fiction,C1465,18.61,3,0.08,Credit Card,0,55.83,51.3636
782,2024-08-02,Seattle,S006,Books,Comics,C1126,16.36,1,0.01,Debit Card,0,16.36,16.1964
783,2024-01-29,New York,S017,Books,Non-fiction,C1744,11.17,4,0.0,Debit Card,0,44.68,44.68
784,2023-03-08,Houston,S018,Toys,Board Games,C1786,20.85,1,0.12,Credit Card,0,20.85,18.348000000000003
785,2023-08-21,Miami,S005,Home,Furniture,C1183,132.04,5,0.0,Credit Card,0,660.1999999999999,660.1999999999999
786,2023-04-19,Seattle,S015,Grocery,Snacks,C1120,6.28,3,0.0,Wallet,1,18.84,0.0
787,2023-05-26,Miami,S009,Electronics,TV,C1509,457.3,1,0.0,Debit Card,1,457.3,0.0
788,2023-04-21,Houston,S008,Home,Decor,C1675,135.48,2,0.0,Credit Card,0,270.96,270.96
789,2023-08-16,Phoenix,S001,Home,Decor,C1284,119.7,2,0.0,Debit Card,0,239.4,239.4
790,2023-04-21,New York,S006,Home,Furniture,C1668,112.2,1,0.02,Credit Card,0,112.2,109.956
791,2024-04-14,Phoenix,S020,Grocery,Produce,C1089,9.1,1,0.04,Credit Card,0,9.1,8.735999999999999
792,2023-02-03,Seattle,S010,Clothing,Kids,C1708,33.08,1,0.0,Debit Card,0,33.08,33.08
793,2024-09-14,Houston,S019,Grocery,Dairy,C1095,7.98,5,0.0,Credit Card,0,39.900000000000006,39.900000000000006
794,2024-01-04,Miami,S003,Beauty,Haircare,C1863,24.29,2,0.0,Credit Card,0,48.58,48.58
795,2024-08-17,Seattle,S009,Grocery,Beverages,C1537,8.68,3,0.04,Credit Card,0,26.04,24.998399999999997
796,2024-07-07,Phoenix,S017,Electronics,TV,C1741,390.69,1,0.0,Wallet,0,390.69,390.69
797,2024-02-29,Los Angeles,S014,Clothing,Women,C1265,42.24,3,0.0,Wallet,0,126.72,126.72
798,2024-09-04,Chicago,S020,Clothing,Women,C1532,32.15,1,0.0,Credit Card,0,32.15,32.15
799,2024-06-01,Phoenix,S008,Books,Non-fiction,C1198,17.39,3,0.01,Credit Card,0,52.17,51.6483
800,2023-10-09,New York,S007,Beauty,Makeup,C1424,21.83,1,0.0,Credit Card,0,21.83,21.83
801,2023-11-16,Seattle,S007,Electronics,Laptop,C1706,292.07,1,0.06,Cash,0,292.07,274.5458
802,2024-03-18,Phoenix,S018,Grocery,Dairy,C1116,6.19,2,0.0,Credit Card,0,12.38,12.38
803,2023-11-11,Phoenix,S001,Beauty,Skincare,C1198,18.12,1,0.14,Credit Card,0,18.12,15.583200000000001
804,2024-01-12,Houston,S002,Books,Fiction,C1493,12.7,1,0.01,Credit Card,0,12.7,12.572999999999999
805,2023-10-16,Los Angeles,S015,Beauty,Haircare,C1760,20.18,3,0.02,Debit Card,0,60.54,59.3292
806,2024-03-12,Seattle,S011,Clothing,Kids,C1019,34.13,1,0.07,Debit Card,0,34.13,31.7409
807,2023-10-04,Miami,S012,Electronics,Laptop,C1287,491.4,1,0.0,Credit Card,0,491.4,491.4
808,2024-08-04,Phoenix,S006,Clothing,Kids,C1398,36.59,4,0.08,Credit Card,0,146.36,134.65120000000002
809,2024-05-17,Los Angeles,S011,Books,Fiction,C1278,13.13,2,0.0,Credit Card,0,26.26,26.26
810,2024-09-15,Houston,S010,Home,Decor,C1309,133.34,2,0.04,Credit Card,0,266.68,256.01279999999997
811,2024-05-30,Chicago,S003,Toys,Action Figures,C1025,27.18,1,0.0,Wallet,0,27.18,27.18
812,2023-12-16,Los Angeles,S016,Books,Comics,C1317,16.86,2,0.0,Credit Card,0,33.72,33.72
813,2024-03-21,Miami,S017,Books,Fiction,C1210,22.15,3,0.0,Credit Card,0,66.44999999999999,66.44999999999999
814,2023-12-16,Phoenix,S004,Electronics,Headphones,C1045,524.45,1,0.0,Debit Card,0,524.45,524.45
815,2024-08-29,Houston,S002,Electronics,Headphones,C1023,515.19,1,0.0,Credit Card,0,515.19,515.19
816,2023-05-17,Los Angeles,S007,Home,Kitchen,C1283,121.47,3,0.0,Cash,0,364.40999999999997,364.40999999999997
817,2023-08-31,Los Angeles,S005,Home,Kitchen,C1117,126.98,1,0.04,Debit Card,0,126.98,121.9008
818,2024-06-26,Chicago,S018,Grocery,Produce,C1277,10.86,1,0.07,Debit Card,0,10.86,10.099799999999998
819,2023-02-09,Chicago,S006,Electronics,Headphones,C1627,413.46,2,0.0,Debit Card,0,826.92,826.92
820,2023-08-17,New York,S016,Books,Fiction,C1108,7.36,4,0.09,Credit Card,0,29.44,26.7904
821,2024-07-01,Seattle,S020,Clothing,Kids,C1856,28.91,2,0.0,Credit Card,0,57.82,57.82
822,2023-08-11,Los Angeles,S007,Books,Comics,C1828,15.54,1,0.0,Wallet,0,15.54,15.54
823,2023-01-06,Houston,S019,Home,Furniture,C1832,140.11,3,0.0,Debit Card,0,420.33000000000004,420.33000000000004
824,2023-11-18,Los Angeles,S015,Toys,Board Games,C1229,23.5,5,0.1,Cash,0,117.5,105.75
825,2024-04-12,Los Angeles,S013,Home,Decor,C1681,110.38,1,0.11,Cash,0,110.38,98.23819999999999
826,2023-03-16,Houston,S001,Electronics,TV,C1115,312.57,1,0.04,Credit Card,0,312.57,300.06719999999996
827,2023-01-04,Miami,S012,Clothing,Kids,C1130,32.11,2,0.0,Credit Card,0,64.22,64.22
828,2023-04-28,New York,S011,Clothing,Kids,C1072,29.83,4,0.0,Debit Card,0,119.32,119.32
829,2024-08-28,Houston,S008,Clothing,Men,C1561,42.64,1,0.04,Credit Card,0,42.64,40.9344
830,2024-05-18,Chicago,S019,Toys,Puzzles,C1580,18.32,3,0.0,Debit Card,0,54.96,54.96
831,2024-07-27,Seattle,S003,Books,Comics,C1587,17.17,3,0.0,Credit Card,0,51.510000000000005,51.510000000000005
832,2024-03-16,Los Angeles,S018,Electronics,TV,C1180,317.66,1,0.01,Credit Card,0,317.66,314.4834
833,2023-07-13,Seattle,S020,Beauty,Haircare,C1335,19.18,5,0.0,Debit Card,0,95.9,95.9
834,2024-01-27,Miami,S005,Clothing,Kids,C1829,39.61,3,0.0,Credit Card,0,118.83,118.83
835,2023-01-26,Phoenix,S010,Toys,Action Figures,C1591,20.41,4,0.0,Credit Card,0,81.64,81.64
836,2024-03-10,Los Angeles,S019,Beauty,Makeup,C1311,25.36,3,0.0,Wallet,0,76.08,76.08
837,2023-06-22,Los Angeles,S003,Clothing,Men,C1626,28.14,1,0.0,Credit Card,0,28.14,28.14
838,2023-10-27,Los Angeles,S002,Grocery,Dairy,C1000,9.56,1,0.0,Cash,0,9.56,9.56
839,2023-11-22,Miami,S010,Beauty,Skincare,C1240,18.71,3,0.0,Debit Card,0,56.13,56.13
840,2024-02-14,Seattle,S013,Toys,Puzzles,C1445,21.72,3,0.0,Debit Card,0,65.16,65.16
841,2023-04-28,Chicago,S018,Toys,Puzzles,C1860,23.7,2,0.0,Credit Card,0,47.4,47.4
842,2023-08-13,Chicago,S005,Electronics,Phone,C1663,508.91,1,0.07,Debit Card,0,508.91,473.2863
843,2024-06-15,Houston,S005,Electronics,Laptop,C1657,547.58,2,0.0,Cash,0,1095.16,1095.16
844,2023-04-23,Seattle,S020,Toys,Action Figures,C1184,26.05,1,0.0,Credit Card,0,26.05,26.05
845,2023-05-20,Houston,S012,Home,Furniture,C1434,131.41,1,0.0,Debit Card,0,131.41,131.41
846,2024-07-12,Chicago,S017,Grocery,Beverages,C1559,5.2,1,0.0,Credit Card,0,5.2,5.2
847,2023-01-01,Houston,S012,Electronics,TV,C1707,560.29,2,0.06,Debit Card,0,1120.58,1053.3452
848,2023-03-31,Miami,S009,Toys,Action Figures,C1080,21.14,1,0.0,Debit Card,0,21.14,21.14
849,2023-11-16,Seattle,S003,Books,Comics,C1552,13.51,5,0.0,Credit Card,0,67.55,67.55
850,2024-07-03,Los Angeles,S018,Beauty,Skincare,C1480,17.36,1,0.0,Wallet,0,17.36,17.36
851,2023-05-19,Los Angeles,S014,Grocery,Produce,C1296,8.68,3,0.06,Debit Card,0,26.04,24.4776
852,2024-05-25,Los Angeles,S019,Grocery,Dairy,C1644,4.48,2,0.0,Credit Card,0,8.96,8.96
